problem_idx,math_verify_score,run_id
0,1,qyhyiwhh
1,0,qyhyiwhh
2,0,qyhyiwhh
3,0,qyhyiwhh
4,0,qyhyiwhh
5,0,qyhyiwhh
6,0,qyhyiwhh
7,0,qyhyiwhh
8,0,qyhyiwhh
9,0,qyhyiwhh
10,0,qyhyiwhh
11,0,qyhyiwhh
12,0,qyhyiwhh
13,0,qyhyiwhh
14,0,qyhyiwhh
15,0,qyhyiwhh
16,0,qyhyiwhh
17,0,qyhyiwhh
18,0,qyhyiwhh
19,0,qyhyiwhh
20,0,qyhyiwhh
21,0,qyhyiwhh
22,0,qyhyiwhh
23,0,qyhyiwhh
24,0,qyhyiwhh
25,0,qyhyiwhh
26,0,qyhyiwhh
27,0,qyhyiwhh
28,0,qyhyiwhh
29,0,qyhyiwhh
30,0,qyhyiwhh
31,0,qyhyiwhh
32,0,qyhyiwhh
33,0,qyhyiwhh
34,0,qyhyiwhh
35,0,qyhyiwhh
36,0,qyhyiwhh
37,0,qyhyiwhh
38,0,qyhyiwhh
39,0,qyhyiwhh
40,0,qyhyiwhh
41,0,qyhyiwhh
42,0,qyhyiwhh
43,0,qyhyiwhh
44,0,qyhyiwhh
45,0,qyhyiwhh
46,0,qyhyiwhh
47,0,qyhyiwhh
48,0,qyhyiwhh
49,0,qyhyiwhh
50,0,qyhyiwhh
51,0,qyhyiwhh
52,0,qyhyiwhh
53,0,qyhyiwhh
54,0,qyhyiwhh
55,0,qyhyiwhh
56,0,qyhyiwhh
57,0,qyhyiwhh
58,0,qyhyiwhh
59,0,qyhyiwhh
60,0,qyhyiwhh
61,0,qyhyiwhh
62,0,qyhyiwhh
63,0,qyhyiwhh
64,0,qyhyiwhh
65,0,qyhyiwhh
66,0,qyhyiwhh
67,0,qyhyiwhh
68,0,qyhyiwhh
69,0,qyhyiwhh
70,0,qyhyiwhh
71,0,qyhyiwhh
72,0,qyhyiwhh
73,0,qyhyiwhh
74,0,qyhyiwhh
75,0,qyhyiwhh
76,0,qyhyiwhh
77,0,qyhyiwhh
78,0,qyhyiwhh
79,0,qyhyiwhh
80,0,qyhyiwhh
81,0,qyhyiwhh
82,0,qyhyiwhh
83,0,qyhyiwhh
84,0,qyhyiwhh
85,0,qyhyiwhh
86,0,qyhyiwhh
87,0,qyhyiwhh
88,0,qyhyiwhh
89,0,qyhyiwhh
90,0,qyhyiwhh
91,0,qyhyiwhh
92,0,qyhyiwhh
93,0,qyhyiwhh
94,0,qyhyiwhh
95,0,qyhyiwhh
96,0,qyhyiwhh
97,0,qyhyiwhh
98,0,qyhyiwhh
99,0,qyhyiwhh
100,0,qyhyiwhh
101,0,qyhyiwhh
102,0,qyhyiwhh
103,0,qyhyiwhh
104,0,qyhyiwhh
105,0,qyhyiwhh
106,0,qyhyiwhh
107,0,qyhyiwhh
108,0,qyhyiwhh
109,0,qyhyiwhh
110,0,qyhyiwhh
111,0,qyhyiwhh
112,0,qyhyiwhh
113,0,qyhyiwhh
114,0,qyhyiwhh
115,0,qyhyiwhh
116,0,qyhyiwhh
117,0,qyhyiwhh
118,0,qyhyiwhh
119,0,qyhyiwhh
120,0,qyhyiwhh
121,0,qyhyiwhh
122,0,qyhyiwhh
123,0,qyhyiwhh
124,0,qyhyiwhh
125,0,qyhyiwhh
126,0,qyhyiwhh
127,0,qyhyiwhh
128,1,qyhyiwhh
129,0,qyhyiwhh
130,0,qyhyiwhh
131,0,qyhyiwhh
132,0,qyhyiwhh
133,0,qyhyiwhh
134,0,qyhyiwhh
135,0,qyhyiwhh
136,0,qyhyiwhh
137,0,qyhyiwhh
138,0,qyhyiwhh
139,0,qyhyiwhh
140,0,qyhyiwhh
141,0,qyhyiwhh
142,0,qyhyiwhh
143,0,qyhyiwhh
144,0,qyhyiwhh
145,0,qyhyiwhh
146,0,qyhyiwhh
147,0,qyhyiwhh
148,0,qyhyiwhh
149,0,qyhyiwhh
150,0,qyhyiwhh
151,0,qyhyiwhh
152,0,qyhyiwhh
153,0,qyhyiwhh
154,0,qyhyiwhh
155,0,qyhyiwhh
156,0,qyhyiwhh
157,0,qyhyiwhh
158,0,qyhyiwhh
159,0,qyhyiwhh
160,0,qyhyiwhh
161,0,qyhyiwhh
162,0,qyhyiwhh
163,0,qyhyiwhh
164,0,qyhyiwhh
165,0,qyhyiwhh
166,0,qyhyiwhh
167,0,qyhyiwhh
168,0,qyhyiwhh
169,0,qyhyiwhh
170,0,qyhyiwhh
171,0,qyhyiwhh
172,0,qyhyiwhh
173,0,qyhyiwhh
174,0,qyhyiwhh
175,0,qyhyiwhh
176,0,qyhyiwhh
177,0,qyhyiwhh
178,0,qyhyiwhh
179,0,qyhyiwhh
